accession	accession_full	species	superkingdom	phylum	class	order	family	genus	data_type	source
GCF_004295585.1	GCF_004295585.1_ASM429558v1_genomic	Cohnella abietis		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Cohnella	supervised	NCBI_RefSeq
GCF_041320245.1	GCF_041320245.1_ASM4132024v1_genomic	Citrobacter meridianamericanus		Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	supervised	NCBI_RefSeq
GCF_000006445.2	GCF_000006445.2_ASM644v2_genomic	Debaryomyces hansenii		Ascomycota	Pichiomycetes	Serinales	Debaryomycetaceae	Debaryomyces	supervised	NCBI_RefSeq
GCF_003691365.1	GCF_003691365.1_ASM369136v1_genomic	Commensalibacter melissae		Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Commensalibacter	supervised	NCBI_RefSeq
GCF_003114835.2	GCF_003114835.2_ASM311483v3_genomic	Leptospira kobayashii		Spirochaetota	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	supervised	NCBI_RefSeq
GCF_027474525.2	GCF_027474525.2_ASM2747452v2_genomic	Flavobacterium lacustre		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	supervised	NCBI_RefSeq
GCF_000023785.1	GCF_000023785.1_ASM2378v1_genomic	Hirschia baltica		Pseudomonadota	Alphaproteobacteria	Hyphomonadales	Hyphomonadaceae	Hirschia	supervised	NCBI_RefSeq
GCF_000213215.1	GCF_000213215.1_ASM21321v1_genomic	Acidianus hospitalis		Thermoproteota	Thermoprotei	Sulfolobales	Sulfolobaceae	Acidianus	supervised	NCBI_RefSeq
GCF_032050975.1	GCF_032050975.1_ASM3205097v1_genomic	Candidatus Nitrospira allomarina		Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	supervised	NCBI_RefSeq
GCF_918697755.1	GCF_918697755.1_Spiroplasma_endosymbiont_Phyllotreta_cruciferae_genomic	Spiroplasma endosymbiont of Phyllotreta cruciferae		Mycoplasmatota	Mollicutes	Entomoplasmatales	Spiroplasmataceae	Spiroplasma	supervised	NCBI_RefSeq
GCF_023115355.1	GCF_023115355.1_ASM2311535v1_genomic	Halocatena salina		Methanobacteriota	Halobacteria	Halobacteriales	Natronomonadaceae	Halocatena	supervised	NCBI_RefSeq
GCF_000024625.1	GCF_000024625.1_ASM2462v1_genomic	Methanocaldococcus vulcanius		Methanobacteriota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus	supervised	NCBI_RefSeq
GCF_900105425.1	GCF_900105425.1_IMG-taxon_2630968293_annotated_assembly_genomic	Winogradskyella sediminis		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Winogradskyella	supervised	NCBI_RefSeq
GCF_900187355.1	GCF_900187355.1_51342_E02_genomic	Legionella lansingensis		Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	supervised	NCBI_RefSeq
GCF_964030825.1	GCF_964030825.1_icPolPter2.Spiroplasma_sp_1.1_genomic	Spiroplasma endosymbiont of Polydrusus pterygomalis		Mycoplasmatota	Mollicutes	Entomoplasmatales	Spiroplasmataceae	Spiroplasma	supervised	NCBI_RefSeq
GCF_030294945.1	GCF_030294945.1_SGFS_1.0_genomic	Streptomyces graminofaciens		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	supervised	NCBI_RefSeq
GCF_023022985.1	GCF_023022985.1_ASM2302298v1_genomic	Arthrobacter gengyunqii		Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Arthrobacter	supervised	NCBI_RefSeq
GCF_029338355.1	GCF_029338355.1_ASM2933835v1_genomic	Halosegnis marinus		Methanobacteriota	Halobacteria	Halobacteriales	Natronomonadaceae	Halosegnis	supervised	NCBI_RefSeq
GCF_011304195.1	GCF_011304195.1_ASM1130419v1_genomic	Vagococcus hydrophili		Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Vagococcus	supervised	NCBI_RefSeq
GCF_002139935.1	GCF_002139935.1_ASM213993v1_genomic	Campylobacter lanienae		Campylobacterota	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	supervised	NCBI_RefSeq
GCF_900105025.1	GCF_900105025.1_IMG-taxon_2636416177_annotated_assembly_genomic	Parafannyhessea umbonata		Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Parafannyhessea	supervised	NCBI_RefSeq
GCF_001535545.1	GCF_001535545.1_ASM153554v1_genomic	Thermus parvatiensis		Deinococcota	Deinococci	Thermales	Thermaceae	Thermus	supervised	NCBI_RefSeq
GCF_035930445.1	GCF_035930445.1_ASM3593044v1_genomic	Sphingopyxis chilensis		Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingopyxidaceae	Sphingopyxis	supervised	NCBI_RefSeq
GCF_030406905.1	GCF_030406905.1_ASM3040690v1_genomic	Streptomyces chengbuensis		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	supervised	NCBI_RefSeq
GCF_000980835.1	GCF_000980835.1_ASM98083v1_genomic	Corynebacterium kutscheri		Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium	supervised	NCBI_RefSeq
GCF_016804345.1	GCF_016804345.1_ASM1680434v1_genomic	Rhodococcus ruber		Actinomycetota	Actinomycetes	Mycobacteriales	Nocardiaceae	Rhodococcus	supervised	NCBI_RefSeq
GCF_030505655.1	GCF_030505655.1_ASM3050565v1_genomic	Raoultella ornithinolytica		Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Raoultella	supervised	NCBI_RefSeq
GCF_000427095.1	GCF_000427095.1_T49_genomic	Chthonomonas calidirosea		Armatimonadota	Chthonomonadia	Chthonomonadales	Chthonomonadaceae	Chthonomonas	supervised	NCBI_RefSeq
GCF_038086725.1	GCF_038086725.1_ASM3808672v1_genomic	Photobacterium damselae		Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium	supervised	NCBI_RefSeq
GCF_000021985.1	GCF_000021985.1_ASM2198v1_genomic	Thioalkalivibrio sulfidiphilus		Pseudomonadota	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Thioalkalivibrio	supervised	NCBI_RefSeq
GCF_902810445.1	GCF_902810445.1_RJ19_genomic	Candidatus Nitrosacidococcus tergens		Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	Candidatus Nitrosacidococcus	supervised	NCBI_RefSeq
GCF_001660485.1	GCF_001660485.1_ASM166048v1_genomic	Agromyces aureus		Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Agromyces	supervised	NCBI_RefSeq
GCF_000009765.2	GCF_000009765.2_ASM976v2_genomic	Streptomyces avermitilis		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	supervised	NCBI_RefSeq
GCF_026965555.1	GCF_026965555.1_ASM2696555v1_genomic	Nannocystis punicea		Myxococcota		Nannocystales	Nannocystaceae	Nannocystis	supervised	NCBI_RefSeq
GCF_001011115.1	GCF_001011115.1_ASM101111v1_genomic	Halanaeroarchaeum sulfurireducens		Methanobacteriota	Halobacteria	Halobacteriales	Halobacteriaceae	Halanaeroarchaeum	supervised	NCBI_RefSeq
GCF_005222225.1	GCF_005222225.1_ASM522222v1_genomic	Salinimonas lutimaris		Pseudomonadota	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Salinimonas	supervised	NCBI_RefSeq
GCF_000591055.1	GCF_000591055.1_ASM59105v1_genomic	Natronomonas moolapensis		Methanobacteriota	Halobacteria	Halobacteriales	Natronomonadaceae	Natronomonas	supervised	NCBI_RefSeq
GCF_031834595.1	GCF_031834595.1_ASM3183459v1_genomic	Stenotrophomonas oahuensis		Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Stenotrophomonas	supervised	NCBI_RefSeq
GCF_000024885.1	GCF_000024885.1_ASM2488v1_genomic	Sulfurospirillum deleyianum		Campylobacterota	Epsilonproteobacteria	Campylobacterales	Sulfurospirillaceae	Sulfurospirillum	supervised	NCBI_RefSeq
GCF_013347305.1	GCF_013347305.1_ASM1334730v1_genomic	Paenibacillus barcinonensis		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	supervised	NCBI_RefSeq
GCF_900637755.1	GCF_900637755.1_52579_F01_genomic	Providencia rustigianii		Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Providencia	supervised	NCBI_RefSeq
GCF_014058705.1	GCF_014058705.1_ASM1405870v1_genomic	Aureimonas mangrovi		Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Aurantimonadaceae	Aureimonas	supervised	NCBI_RefSeq
GCF_000022965.1	GCF_000022965.1_ASM2296v1_genomic	Bifidobacterium animalis		Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	supervised	NCBI_RefSeq
GCF_005083985.2	GCF_005083985.2_ASM508398v2_genomic	Caminibacter pacificus		Campylobacterota	Epsilonproteobacteria	Nautiliales	Nautiliaceae	Caminibacter	supervised	NCBI_RefSeq
GCF_014946775.2	GCF_014946775.2_ASM1494677v2_genomic	Pectobacterium quasiaquaticum		Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Pectobacterium	supervised	NCBI_RefSeq
GCF_918315375.1	GCF_918315375.1_Harlequin_wolbachia_genomic	Wolbachia endosymbiont of Chironomus riparius		Pseudomonadota	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	supervised	NCBI_RefSeq
GCF_020526085.1	GCF_020526085.1_ASM2052608v1_genomic	Klebsiella africana		Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	supervised	NCBI_RefSeq
GCF_012295525.1	GCF_012295525.1_ASM1229552v1_genomic	Oxynema aestuarii		Cyanobacteriota	Cyanophyceae	Oscillatoriales	Oscillatoriaceae	Oxynema	supervised	NCBI_RefSeq
GCF_027186265.1	GCF_027186265.1_ASM2718626v1_genomic	Lentibacillus daqui		Bacillota	Bacilli	Bacillales	Bacillaceae	Lentibacillus	supervised	NCBI_RefSeq
GCF_007971685.1	GCF_007971685.1_ASM797168v1_genomic	Wolbachia pipientis		Pseudomonadota	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	supervised	NCBI_RefSeq
GCF_037157805.1	GCF_037157805.1_ASM3715780v1_genomic	Pendulispora rubella		Myxococcota	Myxococcia	Myxococcales	Pendulisporaceae	Pendulispora	supervised	NCBI_RefSeq
GCF_018394375.1	GCF_018394375.1_ASM1839437v1_genomic	Pseudomonas syringae		Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	supervised	NCBI_RefSeq
GCF_000194115.1	GCF_000194115.1_ASM19411v1_genomic	Lactobacillus amylovorus		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	supervised	NCBI_RefSeq
GCF_031852275.1	GCF_031852275.1_ASM3185227v1_genomic	Halovalidus salilacus		Methanobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Halovalidus	supervised	NCBI_RefSeq
GCF_023221575.1	GCF_023221575.1_ASM2322157v1_genomic	Geomonas paludis		Thermodesulfobacteriota	Desulfuromonadia	Geobacterales	Geobacteraceae	Geomonas	supervised	NCBI_RefSeq
GCF_900638385.1	GCF_900638385.1_57566_E02_genomic	Actinobacillus delphinicola		Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus	supervised	NCBI_RefSeq
GCF_000212735.1	GCF_000212735.1_ASM21273v1_genomic	Haliscomenobacter hydrossis		Bacteroidota	Saprospiria	Saprospirales	Haliscomenobacteraceae	Haliscomenobacter	supervised	NCBI_RefSeq
GCF_017348895.1	GCF_017348895.1_ASM1734889v1_genomic	Clostridium gasigenes		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	supervised	NCBI_RefSeq
GCF_001718875.1	GCF_001718875.1_ASM171887v1_genomic	Burkholderia singularis		Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	supervised	NCBI_RefSeq
GCF_000725425.1	GCF_000725425.1_ASM72542v1_genomic	Palaeococcus pacificus		Methanobacteriota	Thermococci	Thermococcales	Thermococcaceae	Palaeococcus	supervised	NCBI_RefSeq
GCF_023703775.1	GCF_023703775.1_ASM2370377v1_genomic	Haloplanus halophilus		Methanobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Haloplanus	supervised	NCBI_RefSeq
GCF_017355405.1	GCF_017355405.1_ASM1735540v1_genomic	Roseomonas haemaphysalidis		Pseudomonadota	Alphaproteobacteria	Acetobacterales	Roseomonadaceae	Roseomonas	supervised	NCBI_RefSeq
GCF_014268755.2	GCF_014268755.2_ASM1426875v2_genomic	Pseudomonas vanderleydeniana		Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	supervised	NCBI_RefSeq
GCF_010727475.1	GCF_010727475.1_ASM1072747v1_genomic	Mycolicibacterium mageritense		Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium	supervised	NCBI_RefSeq
GCF_963677365.1	GCF_963677365.1_piTriSpec1.Marinifilum_fragile_1.1_genomic	Marinifilum fragile		Bacteroidota	Bacteroidia	Marinilabiliales	Marinifilaceae	Marinifilum	supervised	NCBI_RefSeq
GCF_003856835.1	GCF_003856835.1_ASM385683v1_genomic	Haloplanus aerogenes		Methanobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Haloplanus	supervised	NCBI_RefSeq
GCF_016893685.1	GCF_016893685.1_ASM1689368v1_genomic	Citrobacter cronae		Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	supervised	NCBI_RefSeq
GCF_030758635.1	GCF_030758635.1_ASM3075863v1_genomic	Gilliamella apis		Pseudomonadota	Gammaproteobacteria	Orbales	Orbaceae	Gilliamella	supervised	NCBI_RefSeq
GCF_002896855.1	GCF_002896855.1_ASM289685v1_genomic	Clostridium thermosuccinogenes		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	supervised	NCBI_RefSeq
GCF_004214815.1	GCF_004214815.1_ASM421481v1_genomic	Aliarcobacter thereius		Campylobacterota	Epsilonproteobacteria	Campylobacterales	Arcobacteraceae	Aliarcobacter	supervised	NCBI_RefSeq
GCF_030253495.1	GCF_030253495.1_ASM3025349v1_genomic	Actinomyces israelii		Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Actinomyces	supervised	NCBI_RefSeq
GCF_000226315.1	GCF_000226315.1_ASM22631v1_genomic	Micavibrio aeruginosavorus		Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Pseudobdellovibrionaceae	Micavibrio	supervised	NCBI_RefSeq
GCF_006228385.1	GCF_006228385.1_ASM622838v1_genomic	Salinimonas iocasae		Pseudomonadota	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Salinimonas	supervised	NCBI_RefSeq
GCF_000306885.1	GCF_000306885.1_ASM30688v1_genomic	Wolbachia endosymbiont of Onchocerca ochengi		Pseudomonadota	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	supervised	NCBI_RefSeq
GCF_024704525.1	GCF_024704525.1_ASM2470452v1_genomic	Pandoraea commovens		Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Pandoraea	supervised	NCBI_RefSeq
GCF_900660495.1	GCF_900660495.1_50648_F01-3_genomic	Mycoplasmopsis gallinacea		Mycoplasmatota		Mycoplasmoidales	Metamycoplasmataceae	Mycoplasmopsis	supervised	NCBI_RefSeq
GCF_005843985.1	GCF_005843985.1_ASM584398v1_genomic	Caminibacter mediatlanticus		Campylobacterota	Epsilonproteobacteria	Nautiliales	Nautiliaceae	Caminibacter	supervised	NCBI_RefSeq
GCF_045689595.1	GCF_045689595.1_ASM4568959v1_genomic	Humidisolicoccus flavus		Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Humidisolicoccus	supervised	NCBI_RefSeq
GCF_900083515.1	GCF_900083515.1_ASM90008351v1_genomic	Cuniculiplasma divulgatum		Thermoplasmatota	Thermoplasmata	Thermoplasmatales	Cuniculiplasmataceae	Cuniculiplasma	supervised	NCBI_RefSeq
GCF_010977555.1	GCF_010977555.1_ASM1097755v1_genomic	Caulobacter rhizosphaerae		Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	supervised	NCBI_RefSeq
GCF_041242975.1	GCF_041242975.1_ASM4124297v1_genomic	Xanthomonas medicagonis		Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Xanthomonas	supervised	NCBI_RefSeq
GCF_001584225.1	GCF_001584225.1_ASM158422v1_genomic	Collimonas pratensis		Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Collimonas	supervised	NCBI_RefSeq
GCF_013343195.2	GCF_013343195.2_ASM1334319v3_genomic	Flavobacterium psychrophilum		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	supervised	NCBI_RefSeq
GCF_001547975.1	GCF_001547975.1_ASM154797v1_genomic	Mycoplasmopsis arginini		Mycoplasmatota		Mycoplasmoidales	Metamycoplasmataceae	Mycoplasmopsis	supervised	NCBI_RefSeq
GCF_029633915.1	GCF_029633915.1_ASM2963391v1_genomic	Methanomicrobium antiquum		Methanobacteriota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanomicrobium	supervised	NCBI_RefSeq
GCF_034376865.1	GCF_034376865.1_ASM3437686v1_genomic	Sulfitobacter faviae		Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Sulfitobacter	supervised	NCBI_RefSeq
GCF_000012825.1	GCF_000012825.1_ASM1282v1_genomic	Phocaeicola vulgatus		Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	supervised	NCBI_RefSeq
GCF_037201915.1	GCF_037201915.1_ASM3720191v1_genomic	Haloplanus salilacus		Methanobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Haloplanus	supervised	NCBI_RefSeq
GCF_017742995.1	GCF_017742995.1_ASM1774299v1_genomic	Pseudoalteromonas viridis		Pseudomonadota	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	supervised	NCBI_RefSeq
GCF_000246985.2	GCF_000246985.2_ASM24698v3_genomic	Thermococcus litoralis		Methanobacteriota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	supervised	NCBI_RefSeq
GCF_040955415.1	GCF_040955415.1_ASM4095541v1_genomic	Castellaniella ginsengisoli		Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Castellaniella	supervised	NCBI_RefSeq
GCF_001482365.1	GCF_001482365.1_ASM148236v1_genomic	Kocuria flava		Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Kocuria	supervised	NCBI_RefSeq
GCF_030060435.1	GCF_030060435.1_ASM3006043v1_genomic	Vibrio harveyi		Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	supervised	NCBI_RefSeq
GCF_014068355.1	GCF_014068355.1_ASM1406835v1_genomic	Mycoplasma tullyi		Mycoplasmatota	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	supervised	NCBI_RefSeq
GCF_024205945.1	GCF_024205945.1_ASM2420594v1_genomic	Macrococcus equipercicus		Bacillota	Bacilli	Bacillales	Staphylococcaceae	Macrococcus	supervised	NCBI_RefSeq
GCF_020614395.1	GCF_020614395.1_ASM2061439v1_genomic	Salarchaeum japonicum		Methanobacteriota	Halobacteria	Halobacteriales	Halobacteriaceae	Salarchaeum	supervised	NCBI_RefSeq
GCF_000092125.1	GCF_000092125.1_ASM9212v1_genomic	Allomeiothermus silvanus		Deinococcota	Deinococci	Thermales	Thermaceae	Allomeiothermus	supervised	NCBI_RefSeq
GCF_963681955.1	GCF_963681955.1_FLM11_genomic	Pseudomonas paraveronii		Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	supervised	NCBI_RefSeq
GCF_009035845.1	GCF_009035845.1_ASM903584v1_genomic	Acinetobacter baumannii		Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	supervised	NCBI_RefSeq
GCF_045208505.1	GCF_045208505.1_ASM4520850v1_genomic	Streptomyces decoyicus		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	supervised	NCBI_RefSeq
GCF_024346835.1	GCF_024346835.1_ASM2434683v1_genomic	Vibrio comitans		Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	supervised	NCBI_RefSeq
GCF_000021905.1	GCF_000021905.1_ASM2190v1_genomic	Desulfatibacillum aliphaticivorans		Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfatibacillaceae	Desulfatibacillum	supervised	NCBI_RefSeq
GCF_008805035.1	GCF_008805035.1_ASM880503v1_genomic	Eikenella exigua		Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseriaceae	Eikenella	supervised	NCBI_RefSeq
GCF_029635775.1	GCF_029635775.1_ASM2963577v1_genomic	Vibrio misgurnus		Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	supervised	NCBI_RefSeq
GCF_008831545.1	GCF_008831545.1_ASM883154v1_genomic	Halorussus halophilus		Methanobacteriota	Halobacteria	Halobacteriales	Haladaptataceae	Halorussus	supervised	NCBI_RefSeq
GCF_964031165.1	GCF_964031165.1_icRhaLign2.Rickettsiella_sp_1.1_genomic	Rickettsiella endosymbiont of Rhagonycha lignosa		Pseudomonadota	Gammaproteobacteria	Legionellales	Coxiellaceae	Rickettsiella	supervised	NCBI_RefSeq
GCF_014905115.1	GCF_014905115.1_ASM1490511v1_genomic	Sulfurimonas sediminis		Campylobacterota	Epsilonproteobacteria	Campylobacterales	Sulfurimonadaceae	Sulfurimonas	supervised	NCBI_RefSeq
GCF_011388215.1	GCF_011388215.1_ASM1138821v1_genomic	Hydrogenophaga crocea		Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	supervised	NCBI_RefSeq
GCF_001941825.1	GCF_001941825.1_ASM194182v1_genomic	Massilia putida		Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	supervised	NCBI_RefSeq
GCF_000020625.1	GCF_000020625.1_ASM2062v1_genomic	Prosthecochloris aestuarii		Chlorobiota	Chlorobiia	Chlorobiales	Chlorobiaceae	Prosthecochloris	supervised	NCBI_RefSeq
GCF_006542665.1	GCF_006542665.1_Acom_1.0_genomic	Alistipes communis		Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	supervised	NCBI_RefSeq
GCF_023499275.1	GCF_023499275.1_ASM2349927v1_genomic	Lactococcus petauri		Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	supervised	NCBI_RefSeq
GCF_036492425.1	GCF_036492425.1_ASM3649242v1_genomic	Persicobacter psychrovividus		Bacteroidota	Cytophagia	Cytophagales	Persicobacteraceae	Persicobacter	supervised	NCBI_RefSeq
GCF_023653455.2	GCF_023653455.2_PaeniGhoniBeadS11_Gal1968_092023_genomic	Paraclostridium ghonii		Bacillota	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Paraclostridium	supervised	NCBI_RefSeq
GCF_000785495.1	GCF_000785495.1_ASM78549v1_genomic	Pimelobacter simplex		Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Pimelobacter	supervised	NCBI_RefSeq
GCF_040529335.1	GCF_040529335.1_ASM4052933v1_genomic	Streptomyces tabacisoli		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	supervised	NCBI_RefSeq
GCF_000340795.1	GCF_000340795.1_ASM34079v1_genomic	Candidatus Kinetoplastidibacterium desouzai		Pseudomonadota	Betaproteobacteria			Candidatus Kinetoplastidibacterium	supervised	NCBI_RefSeq
GCF_023700225.1	GCF_023700225.1_ASM2370022v1_genomic	Acetobacterium wieringae		Bacillota	Clostridia	Eubacteriales	Eubacteriaceae	Acetobacterium	supervised	NCBI_RefSeq
GCF_024347535.1	GCF_024347535.1_ASM2434753v1_genomic	Vibrio kanaloae		Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	supervised	NCBI_RefSeq
GCF_000280925.3	GCF_000280925.3_ASM28092v3_genomic	Pseudomyxococcus hansupus		Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Pseudomyxococcus	supervised	NCBI_RefSeq
GCF_005952805.1	GCF_005952805.1_ASM595280v1_genomic	Inhella inkyongensis		Pseudomonadota	Betaproteobacteria	Burkholderiales	Sphaerotilaceae	Inhella	supervised	NCBI_RefSeq
GCF_947250795.1	GCF_947250795.1_iyNomFabr1.Wolbachia_sp_1.1_genomic	Wolbachia endosymbiont (group A) of Nomada fabriciana		Pseudomonadota	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	supervised	NCBI_RefSeq
GCF_045348165.1	GCF_045348165.1_ASM4534816v1_genomic	Flavobacterium soyae		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	supervised	NCBI_RefSeq
GCF_000196095.1	GCF_000196095.1_ASM19609v1_genomic	Vibrio parahaemolyticus		Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	supervised	NCBI_RefSeq
GCF_000336465.1	GCF_000336465.1_ASM33646v1_genomic	Pseudomonas poae		Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	supervised	NCBI_RefSeq
GCF_001552035.1	GCF_001552035.1_ASM155203v1_genomic	Streptococcus agalactiae		Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	supervised	NCBI_RefSeq
GCF_001577775.1	GCF_001577775.1_ASM157777v1_genomic	Pyrococcus kukulkanii		Methanobacteriota	Thermococci	Thermococcales	Thermococcaceae	Pyrococcus	supervised	NCBI_RefSeq
GCF_025919725.1	GCF_025919725.1_ASM2591972v1_genomic	Flavobacterium agricola		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	supervised	NCBI_RefSeq
GCF_026871175.1	GCF_026871175.1_ASM2687117v2_genomic	Listeria newyorkensis		Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria	supervised	NCBI_RefSeq
GCF_002310795.1	GCF_002310795.1_ASM231079v1_genomic	Pseudoalteromonas issachenkonii		Pseudomonadota	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	supervised	NCBI_RefSeq
GCF_000446015.1	GCF_000446015.1_ASM44601v1_genomic	Thermofilum adornatum		Thermoproteota	Thermoprotei	Thermofilales	Thermofilaceae	Thermofilum	supervised	NCBI_RefSeq
GCF_003269425.1	GCF_003269425.1_ASM326942v1_genomic	Flagellimonas maritima		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flagellimonas	supervised	NCBI_RefSeq
GCF_020735925.1	GCF_020735925.1_ASM2073592v1_genomic	Bordetella parapertussis		Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	supervised	NCBI_RefSeq
GCF_000091665.1	GCF_000091665.1_ASM9166v1_genomic	Methanocaldococcus jannaschii		Methanobacteriota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus	supervised	NCBI_RefSeq
